Id,OrderId,ProductId,UnitPrice,Quantity,Discount
1,1,11,14,12,0
2,1,42,9.8,10,0
3,1,72,34.8,5,0
4,2,14,18.6,9,0
5,2,51,42.4,40,0
6,3,41,7.7,10,0
7,3,51,42.4,35,0.15
8,3,65,16.8,15,0.15
9,4,22,16.8,6,0.05
10,4,57,15.6,15,0.05
11,4,65,16.8,20,0
12,5,20,64.8,40,0.05
13,5,33,2,25,0.05
14,5,60,27.2,40,0
15,6,31,10,20,0
16,6,39,14.4,42,0
17,6,49,16,40,0
18,7,24,3.6,15,0.15
19,7,55,19.2,21,0.15
20,7,74,8,21,0
21,8,2,15.2,20,0
22,8,16,13.9,35,0
23,8,36,15.2,25,0
24,8,59,44,30,0
25,9,53,26.2,15,0
26,9,77,10.4,12,0
27,10,27,35.1,25,0
28,10,39,14.4,6,0
29,10,77,10.4,15,0
30,11,2,15.2,50,0.2
31,11,5,17,65,0.2
32,11,32,25.6,6,0.2
33,12,21,8,10,0
34,12,37,20.8,1,0
35,13,41,7.7,16,0.25
36,13,57,15.6,50,0
37,13,62,39.4,15,0.25
38,13,70,12,21,0.25
39,14,21,8,20,0
40,14,35,14.4,20,0
41,15,5,17,12,0.2
42,15,7,24,15,0
43,15,56,30.4,2,0
44,16,16,13.9,60,0.25
45,16,24,3.6,28,0
46,16,30,20.7,60,0.25
47,16,74,8,36,0.25
48,17,2,15.2,35,0
49,17,41,7.7,25,0.15
50,18,17,31.2,30,0
51,18,70,12,20,0
52,19,12,30.4,12,0.05
53,20,40,14.7,50,0
54,20,59,44,70,0.15
55,20,76,14.4,15,0.15
56,21,29,99,10,0
57,21,72,27.8,4,0
58,22,33,2,60,0.05
59,22,72,27.8,20,0.05
60,23,36,15.2,30,0
61,23,43,36.8,25,0
62,24,33,2,24,0
63,25,20,64.8,6,0
64,25,31,10,40,0
65,25,72,27.8,24,0
66,26,10,24.8,24,0.05
67,26,31,10,15,0.05
68,26,33,2,20,0
69,26,40,14.7,60,0.05
70,26,76,14.4,33,0.05
71,27,71,17.2,20,0
72,27,72,27.8,7,0
73,28,24,3.6,12,0.05
74,28,59,44,6,0.05
75,29,10,24.8,15,0
76,29,13,4.8,10,0
77,30,28,36.4,20,0
78,30,62,39.4,12,0
79,31,44,15.5,16,0
80,31,59,44,15,0
81,31,63,35.1,8,0
82,31,73,12,25,0
83,32,17,31.2,15,0.25
84,33,24,3.6,12,0
85,33,55,19.2,20,0
86,33,75,6.2,30,0
87,34,19,7.3,1,0
88,34,24,3.6,6,0
89,34,35,14.4,4,0
90,35,30,20.7,6,0
91,35,57,15.6,2,0
92,36,15,12.4,20,0
93,36,19,7.3,18,0
94,36,60,27.2,35,0
95,36,72,27.8,3,0
96,37,27,35.1,15,0.25
97,37,44,15.5,21,0
98,37,60,27.2,20,0.25
99,37,67,11.2,5,0.25
100,38,1,14.4,45,0.2
101,38,40,14.7,40,0.2
102,38,53,26.2,36,0.2
103,39,35,14.4,100,0
104,39,62,39.4,40,0
105,40,16,13.9,40,0.15
106,40,34,11.2,20,0
107,40,46,9.6,15,0.15
108,41,54,5.9,10,0.1
109,41,68,10,3,0.1
110,42,3,8,30,0
111,42,64,26.6,9,0
112,43,5,17,20,0
113,43,29,99,15,0
114,43,49,16,15,0
115,43,77,10.4,10,0
116,44,13,4.8,20,0.1
117,44,44,15.5,24,0.1
118,44,51,42.4,2,0.1
119,45,20,64.8,20,0
120,46,18,50,12,0
121,46,24,3.6,10,0
122,46,63,35.1,5,0
123,46,75,6.2,6,0
124,47,1,14.4,18,0
125,47,17,31.2,15,0
126,47,43,36.8,15,0
127,47,60,27.2,21,0
128,47,75,6.2,6,0
129,48,56,30.4,4,0
130,49,11,16.8,12,0
131,49,16,13.9,30,0
132,49,69,28.8,15,0
133,50,39,14.4,60,0
134,50,72,27.8,20,0
135,51,2,15.2,40,0
136,51,36,15.2,40,0.25
137,51,59,44,30,0.25
138,51,62,39.4,15,0
139,52,19,7.3,15,0
140,52,70,12,20,0
141,53,66,13.6,30,0
142,53,68,10,20,0
143,54,40,14.7,10,0
144,54,56,30.4,20,0
145,55,17,31.2,40,0
146,55,28,36.4,28,0
147,55,43,36.8,12,0
148,56,40,14.7,40,0.1
149,56,65,16.8,30,0.1
150,56,68,10,15,0.1
151,57,49,16,30,0
152,57,59,44,10,0
153,57,71,17.2,2,0
154,58,18,50,25,0.1
155,58,29,99,25,0.1
156,58,39,14.4,30,0.1
157,59,30,20.7,10,0
158,59,53,26.2,10,0
159,59,54,5.9,5,0
160,60,62,39.4,10,0
161,60,68,10,3,0
162,61,69,28.8,1,0
163,61,70,12,5,0
164,62,4,17.6,20,0
165,62,6,20,30,0
166,62,42,11.2,2,0
167,62,43,36.8,20,0
168,62,71,17.2,3,0
169,63,16,13.9,10,0
170,63,62,39.4,5,0
171,64,42,11.2,6,0
172,64,69,28.8,7,0
173,65,28,36.4,4,0
174,65,43,36.8,24,0
175,65,53,26.2,20,0
176,65,75,6.2,10,0
177,66,36,15.2,12,0
178,67,32,25.6,40,0.1
179,67,58,10.6,30,0.1
180,67,62,39.4,25,0.1
181,68,34,11.2,14,0
182,68,70,12,30,0
183,69,41,7.7,10,0
184,69,62,39.4,70,0
185,70,1,14.4,20,0
186,71,41,7.7,20,0
187,71,76,14.4,6,0
188,72,17,31.2,8,0
189,72,28,36.4,14,0
190,72,76,14.4,30,0
191,73,71,17.2,30,0
192,74,35,14.4,10,0
193,75,52,5.6,20,0
194,76,15,12.4,5,0
195,76,25,11.2,4,0
196,76,39,14.4,4,0
197,77,16,13.9,21,0.15
198,77,35,14.4,70,0.15
199,77,46,9.6,30,0
200,77,59,44,40,0.15
201,77,63,35.1,80,0.15
202,78,6,20,6,0
203,78,13,4.8,12,0
204,78,14,18.6,9,0
205,78,31,10,4,0
206,78,72,27.8,40,0
207,79,4,17.6,24,0
208,79,57,15.6,16,0
209,79,75,6.2,50,0
210,80,2,15.2,25,0.2
211,80,11,16.8,50,0.2
212,80,30,20.7,35,0.2
213,80,58,10.6,30,0.2
214,81,59,44,9,0
215,81,65,16.8,40,0
216,81,68,10,10,0
217,82,19,7.3,10,0.05
218,82,30,20.7,8,0.05
219,82,38,210.8,20,0.05
220,82,56,30.4,12,0.05
221,83,26,24.9,50,0.15
222,83,72,27.8,25,0.15
223,84,54,5.9,15,0
224,85,18,50,40,0.2
225,85,42,11.2,10,0.2
226,85,47,7.6,16,0.2
227,86,14,18.6,10,0
228,86,21,8,10,0.1
229,86,71,17.2,40,0.1
230,87,52,5.6,8,0
231,87,68,10,10,0
232,88,2,15.2,7,0.2
233,88,31,10,25,0.2
234,88,32,25.6,6,0.2
235,88,51,42.4,48,0.2
236,89,4,17.6,18,0.1
237,90,23,7.2,40,0
238,90,26,24.9,24,0
239,90,36,15.2,20,0
240,90,37,20.8,28,0
241,90,72,27.8,25,0
242,91,17,31.2,20,0
243,91,30,20.7,15,0
244,92,4,17.6,10,0
245,92,17,31.2,70,0.05
246,92,62,39.4,28,0
247,93,18,50,20,0.05
248,93,41,7.7,12,0.05
249,93,43,36.8,40,0.05
250,94,33,2,8,0
251,94,59,44,9,0.15
252,95,2,15.2,24,0.2
253,95,31,10,56,0.2
254,95,36,15.2,40,0.2
255,95,55,19.2,40,0.2
256,96,64,26.6,50,0
257,96,68,10,4,0.05
258,96,76,14.4,15,0
259,97,4,17.6,35,0
260,97,8,32,70,0.25
261,98,8,32,70,0
262,98,19,7.3,80,0
263,98,42,11.2,9,0
264,99,17,31.2,36,0.1
265,99,56,30.4,20,0
266,100,25,11.2,10,0
267,100,39,14.4,50,0.15
268,100,40,14.7,4,0
269,100,75,6.2,6,0.15
270,101,1,14.4,15,0.15
271,101,23,7.2,25,0
272,102,54,5.9,24,0
273,103,50,13,15,0.1
274,103,69,28.8,18,0.1
275,104,38,210.8,20,0.05
276,104,41,7.7,13,0
277,104,44,15.5,77,0.05
278,104,65,16.8,10,0.05
279,105,24,3.6,10,0
280,105,54,5.9,20,0.15
281,106,11,16.8,12,0.2
282,106,38,210.8,50,0.2
283,107,1,14.4,12,0
284,107,29,99,4,0
285,108,24,3.6,25,0
286,108,57,15.6,25,0
287,109,31,10,30,0
288,109,55,19.2,12,0
289,109,69,28.8,20,0
290,110,10,24.8,30,0.2
291,110,26,24.9,16,0
292,110,60,27.2,8,0.2
293,111,24,3.6,10,0.05
294,111,34,11.2,10,0.05
295,111,36,15.2,20,0.05
296,112,16,13.9,56,0.05
297,112,31,10,70,0.05
298,112,60,27.2,80,0.05
299,113,28,36.4,30,0
300,113,29,99,35,0
301,113,38,210.8,10,0
302,113,49,16,35,0
303,113,54,5.9,28,0
304,114,39,14.4,54,0.1
305,114,60,27.2,55,0.1
306,115,25,11.2,50,0
307,115,51,42.4,20,0
308,115,54,5.9,24,0
309,116,31,10,20,0
310,116,75,6.2,12,0
311,116,76,14.4,12,0
312,117,69,28.8,30,0
313,117,71,17.2,5,0
314,118,11,16.8,24,0
315,119,65,16.8,5,0
316,119,77,10.4,5,0
317,120,34,11.2,36,0
318,120,54,5.9,18,0
319,120,65,16.8,15,0
320,120,77,10.4,7,0
321,121,21,8,5,0.1
322,121,28,36.4,13,0.1
323,121,57,15.6,25,0
324,121,64,26.6,35,0.1
325,122,29,99,20,0
326,122,56,30.4,18,0.25
327,123,1,14.4,15,0.15
328,123,64,26.6,30,0
329,123,74,8,20,0.15
330,124,36,15.2,6,0.2
331,125,20,64.8,12,0.25
332,125,38,210.8,40,0.25
333,125,60,27.2,70,0.25
334,125,72,27.8,42,0.25
335,126,58,10.6,80,0.2
336,126,71,17.2,50,0.2
337,127,31,10,30,0
338,127,58,10.6,15,0
339,128,14,18.6,15,0
340,128,54,5.9,10,0
341,129,31,10,42,0.05
342,130,28,36.4,20,0.15
343,130,39,14.4,20,0.15
344,131,71,17.2,6,0
345,132,41,7.7,8,0.1
346,132,63,35.1,16,0.1
347,132,65,16.8,20,0.1
348,133,30,20.7,18,0.1
349,133,53,26.2,20,0.1
350,133,60,27.2,6,0.1
351,133,70,12,30,0
352,134,74,8,14,0
353,135,5,17,32,0
354,135,18,50,9,0
355,135,29,99,14,0
356,135,33,2,60,0
357,135,74,8,50,0
358,136,13,4.8,20,0
359,136,50,13,15,0
360,136,56,30.4,20,0
361,137,20,64.8,28,0
362,137,60,27.2,15,0
363,138,7,24,10,0.2
364,138,60,27.2,20,0.2
365,138,68,10,8,0.2
366,139,24,3.6,15,0
367,139,34,11.2,10,0
368,140,24,3.6,15,0
369,140,28,36.4,6,0
370,140,59,44,12,0
371,140,71,17.2,15,0
372,141,45,7.6,15,0.2
373,141,52,5.6,20,0.2
374,141,53,26.2,40,0
375,142,10,24.8,16,0
376,142,55,19.2,15,0
377,142,62,39.4,20,0
378,142,70,12,30,0
379,143,31,10,60,0.1
380,143,35,14.4,40,0.1
381,143,46,9.6,45,0
382,143,72,27.8,24,0.1
383,144,13,4.8,18,0
384,145,69,28.8,50,0
385,146,2,15.2,25,0.25
386,146,14,18.6,42,0.25
387,146,25,11.2,7,0.25
388,146,26,24.9,70,0.25
389,146,31,10,32,0
390,147,13,4.8,10,0
391,147,62,39.4,10,0
392,148,46,9.6,28,0.1
393,148,53,26.2,70,0.1
394,148,69,28.8,8,0
395,149,23,7.2,40,0
396,149,71,17.2,60,0
397,149,72,27.8,21,0
398,150,21,8,10,0.15
399,150,51,42.4,18,0.15
400,151,35,14.4,30,0
401,151,55,19.2,120,0.1
402,152,68,10,60,0
403,152,71,17.2,30,0
404,152,76,14.4,35,0
405,152,77,10.4,14,0
406,153,29,99,21,0
407,153,35,14.4,35,0
408,153,49,16,30,0
409,154,30,20.7,18,0
410,154,56,30.4,70,0
411,154,65,16.8,20,0
412,154,71,17.2,60,0
413,155,23,7.2,60,0
414,155,63,35.1,65,0
415,156,16,13.9,21,0.15
416,156,48,10.2,70,0.15
417,157,26,24.9,30,0.05
418,157,42,11.2,40,0.05
419,157,49,16,30,0.05
420,158,3,8,50,0
421,159,1,14.4,10,0
422,159,21,8,30,0.1
423,159,28,36.4,42,0.1
424,159,36,15.2,5,0.1
425,159,40,14.7,2,0.1
426,160,11,16.8,30,0
427,160,69,28.8,15,0
428,160,71,17.2,15,0
429,161,37,20.8,10,0
430,161,54,5.9,6,0
431,161,62,39.4,35,0
432,162,14,18.6,12,0
433,162,21,8,12,0
434,163,33,2,49,0
435,163,59,44,16,0
436,164,41,7.7,25,0.2
437,164,44,15.5,40,0.2
438,164,59,44,9,0.2
439,165,14,18.6,20,0.1
440,166,1,14.4,24,0
441,166,62,39.4,40,0
442,166,76,14.4,14,0
443,167,19,7.3,18,0.05
444,167,33,2,50,0
445,168,17,31.2,2,0
446,168,33,2,20,0
447,169,19,7.3,20,0
448,169,53,26.2,10,0
449,169,57,15.6,20,0
450,170,38,210.8,50,0
451,170,46,9.6,2,0.25
452,170,68,10,36,0.25
453,170,77,10.4,35,0
454,171,2,15.2,60,0
455,171,47,7.6,55,0
456,171,61,22.8,16,0
457,171,74,8,15,0
458,172,60,27.2,60,0.05
459,172,69,28.8,20,0.05
460,173,9,77.6,20,0.1
461,173,13,4.8,2,0.1
462,173,70,12,8,0.1
463,173,73,12,20,0.1
464,174,19,7.3,4,0.15
465,174,26,24.9,30,0
466,174,53,26.2,15,0.15
467,174,77,10.4,10,0.15
468,175,26,24.9,2,0
469,176,31,10,14,0
470,176,59,44,20,0
471,177,35,14.4,60,0.2
472,177,38,210.8,49,0.2
473,177,68,10,30,0.2
474,178,55,19.2,10,0.25
475,178,76,14.4,20,0.25
476,179,56,30.4,5,0
477,179,64,26.6,7,0
478,180,14,18.6,35,0
479,181,46,9.6,20,0
480,182,50,13,40,0
481,182,63,35.1,35,0.25
482,183,17,31.2,45,0.2
483,183,21,8,50,0
484,183,56,30.4,30,0
485,183,59,44,70,0.2
486,184,17,31.2,50,0.25
487,184,40,14.7,50,0.25
488,184,47,7.6,30,0.25
489,185,26,24.9,10,0
490,185,54,5.9,40,0
491,186,56,30.4,28,0
492,187,11,16.8,6,0
493,187,76,14.4,18,0.15
494,188,2,15.2,10,0
495,188,22,16.8,12,0
496,188,72,27.8,10,0
497,189,46,9.6,5,0
498,189,56,30.4,40,0.1
499,189,64,26.6,30,0.1
500,189,75,6.2,24,0.1
501,190,53,26.2,15,0
502,191,19,7.3,15,0.2
503,191,34,11.2,20,0.2
504,191,57,15.6,15,0.2
505,192,12,30.4,15,0
506,192,16,13.9,16,0
507,192,64,26.6,6,0
508,192,74,8,30,0
509,193,2,15.2,45,0.15
510,193,16,13.9,49,0.15
511,193,29,99,24,0.15
512,193,61,22.8,90,0.15
513,194,27,35.1,50,0
514,195,11,16.8,30,0
515,195,54,5.9,80,0
516,195,66,13.6,60,0
517,196,11,16.8,6,0.2
518,196,28,36.4,12,0
519,197,17,31.2,10,0
520,197,26,24.9,15,0
521,197,35,14.4,8,0
522,197,41,7.7,30,0
523,198,39,14.4,6,0
524,198,54,5.9,15,0
525,199,19,7.3,12,0.1
526,199,24,3.6,20,0.1
527,199,31,10,3,0.1
528,199,52,5.6,15,0.1
529,200,19,7.3,40,0
530,200,65,16.8,35,0
531,200,71,17.2,2,0
532,201,26,24.9,6,0
533,201,40,14.7,20,0
534,202,10,24.8,14,0
535,202,52,5.6,20,0
536,202,62,39.4,35,0
537,203,10,24.8,20,0.2
538,203,54,5.9,6,0.2
539,204,55,19.2,120,0.1
540,204,64,26.6,35,0.1
541,204,65,16.8,28,0.1
542,204,77,10.4,55,0.1
543,205,28,36.4,15,0
544,205,44,15.5,100,0.05
545,206,48,10.2,15,0.1
546,206,70,12,25,0.1
547,207,16,13.9,20,0.2
548,207,33,2,20,0.2
549,207,46,9.6,10,0.2
550,208,39,14.4,20,0
551,208,53,26.2,50,0
552,208,61,22.8,25,0
553,208,71,17.2,30,0
554,209,21,8,40,0.15
555,209,49,16,21,0.15
556,210,59,44,36,0
557,211,26,24.9,30,0
558,211,28,36.4,30,0
559,211,43,36.8,20,0
560,211,56,30.4,15,0
561,211,71,17.2,50,0
562,212,7,24,16,0.05
563,212,46,9.6,20,0.05
564,212,72,27.8,40,0
565,213,68,10,21,0.25
566,213,75,6.2,4,0.25
567,214,21,8,40,0.25
568,214,30,20.7,28,0.25
569,214,55,19.2,60,0.25
570,215,13,4.8,1,0
571,215,23,7.2,21,0
572,216,19,7.3,21,0
573,216,42,11.2,50,0
574,217,4,17.6,16,0.2
575,217,43,36.8,3,0
576,217,56,30.4,30,0.2
577,217,60,27.2,20,0
578,218,24,3.6,25,0
579,218,29,99,18,0.1
580,218,40,14.7,20,0
581,218,45,7.6,30,0.1
582,218,50,13,25,0
583,219,11,16.8,10,0
584,219,46,9.6,5,0
585,220,24,3.6,28,0
586,220,25,11.2,12,0
587,221,30,20.7,8,0
588,221,43,36.8,15,0
589,222,2,15.2,40,0.15
590,222,16,13.9,35,0.15
591,222,44,15.5,2,0.15
592,223,18,50,30,0
593,223,23,7.2,15,0
594,223,64,26.6,8,0
595,224,7,24,30,0
596,224,56,30.4,20,0
597,225,24,3.6,80,0.05
598,225,51,42.4,18,0
599,226,33,2,12,0
600,226,71,17.2,12,0
601,227,14,18.6,12,0
602,227,28,36.4,18,0
603,227,40,14.7,21,0
604,227,75,6.2,10,0
605,228,31,10,35,0.15
606,228,66,13.6,60,0.15
607,228,76,14.4,42,0.15
608,229,55,19.2,2,0.05
609,229,70,12,12,0
610,230,1,14.4,15,0
611,230,21,8,21,0.25
612,230,39,14.4,20,0.25
613,231,10,24.8,20,0.05
614,232,38,210.8,30,0
615,232,53,26.2,28,0
616,232,59,44,60,0
617,232,64,26.6,30,0
618,233,47,7.6,30,0
619,233,59,44,12,0
620,234,49,16,24,0
621,234,60,27.2,40,0
622,235,40,14.7,10,0
623,236,34,11.2,35,0.05
624,236,77,10.4,30,0.05
625,237,21,8,14,0
626,237,40,14.7,10,0
627,237,51,42.4,3,0
628,238,2,15.2,20,0.1
629,238,3,8,20,0.1
630,238,55,19.2,30,0.1
631,238,70,12,60,0.1
632,239,11,16.8,5,0
633,239,51,42.4,25,0
634,239,74,8,16,0
635,240,19,7.3,5,0
636,240,26,24.9,30,0
637,240,54,5.9,24,0.25
638,241,59,44,30,0
639,241,73,12,20,0.2
640,242,11,16.8,15,0.25
641,242,16,13.9,18,0
642,243,59,44,60,0
643,243,68,10,30,0
644,243,75,6.2,36,0
645,244,44,15.5,15,0.15
646,244,77,10.4,7,0.15
647,245,25,11.2,60,0.05
648,245,42,11.2,20,0.05
649,246,65,16.8,15,0.1
650,246,66,13.6,10,0.1
651,246,69,28.8,10,0.1
652,247,56,30.4,30,0
653,248,23,7.2,10,0
654,248,41,7.7,20,0
655,248,77,10.4,5,0
656,249,31,10,20,0.05
657,250,56,30.4,14,0
658,250,72,27.8,25,0
659,250,77,10.4,25,0
660,251,24,4.5,14,0
661,251,40,18.4,5,0
662,251,42,14,30,0
663,252,28,45.6,20,0
664,252,49,20,25,0
665,253,15,15.5,12,0.05
666,253,28,45.6,8,0.05
667,254,54,7.45,20,0
668,255,45,9.5,21,0
669,255,53,32.8,6,0
670,255,67,14,30,0
671,256,14,23.25,70,0
672,256,65,21.05,20,0
673,257,2,19,12,0
674,257,21,10,12,0
675,257,53,32.8,10,0
676,257,61,28.5,25,0
677,258,62,49.3,3,0
678,259,25,14,18,0.1
679,259,70,15,14,0.1
680,260,43,46,15,0.15
681,260,48,12.75,15,0.15
682,261,13,6,10,0
683,261,39,18,10,0
684,262,28,45.6,3,0
685,263,29,123.79,36,0
686,263,75,7.75,36,0.1
687,264,4,22,50,0.15
688,264,7,30,50,0.15
689,264,8,40,10,0.15
690,265,24,4.5,10,0.15
691,265,46,12,9,0.15
692,265,47,9.5,6,0.15
693,265,60,34,12,0.15
694,266,21,10,40,0.2
695,266,32,32,50,0.2
696,266,61,28.5,15,0.2
697,267,20,81,39,0
698,267,28,45.6,35,0
699,267,56,38,70,0
700,267,65,21.05,39,0
701,267,75,7.75,50,0
702,268,9,97,16,0.15
703,268,16,17.45,50,0
704,268,27,43.9,120,0
705,268,33,2.5,16,0.15
706,268,60,34,84,0.15
707,269,18,62.5,25,0.1
708,269,41,9.65,80,0.1
709,269,42,14,20,0
710,270,52,7,6,0
711,270,59,55,4,0
712,270,70,15,6,0
713,271,24,4.5,5,0
714,271,38,263.5,15,0
715,271,44,19.45,9,0
716,272,10,31,16,0.05
717,272,56,38,40,0
718,272,60,34,10,0.05
719,273,24,4.5,8,0
720,273,53,32.8,5,0
721,274,35,18,3,0
722,274,41,9.65,10,0
723,274,68,12.5,6,0
724,275,1,18,40,0.2
725,275,8,40,24,0
726,275,30,25.89,20,0.2
727,275,40,18.4,25,0.2
728,276,17,39,25,0.1
729,276,20,81,15,0.1
730,276,37,26,18,0.1
731,276,41,9.65,6,0.1
732,277,10,31,2,0
733,277,30,25.89,10,0
734,277,43,46,60,0
735,277,54,7.45,15,0
736,278,36,19,30,0
737,278,40,18.4,15,0.1
